1808-02M,j:Hamden\1808-02M Moynihan Bulletin 44.3
1800-01A,j:Hamden\1800-01A Turkish Consulate CA Srvcs
2100-02,j:Hamden\2100-02 JPMC 383 Madison HQ2 Refresh
1777-04,j:Hamden\1777-04 ARPG Perimeter
1526-06,j:Hamden\1526-06 Manhattan West-Central Plaza
2218-01,j:Hamden\2218-01 Greenwich Library
1861-02,j:Hamden\1861-02 Historic Trinity Church
2214-01,j:Hamden\2214-01 Convent of the Sacred Heart School
1953-02,j:Hamden\1953-02 Essex Crossing Site 2 CA
1595-07A,j:Hamden\1595-07A Microsoft PH BN6 CA
1804-03,j:Hamden\1804-03 One WTC Loading Docks
1985-01A,j:Hamden\1985-01A WTC WBVA Post Bid Mods
1808-02F,j:Hamden\1808-02F Moynihan Train Hall CA
1859-02,j:Hamden\1859-02 Obama Pres. Center
2189-02,j:Hamden\2189-02 Suez Master Sec. Plan
2220-01,j:Hamden\2220-01 16East 69th Street
2205-01,j:Hamden\2205-01 Morse High School
1202.0010153.000 CMS-BOE,j:Hamden\1202.0010153.000 CMS-BOE
2262-01,j:Hamden\2262-01 775 Washington
1808-06,j:Hamden\1808-06 Disney - Project Galaxy
2208-01,j:Hamden\2208-01 PMA James Turrell Skyspace
2275-01,j:Hamden\2275-01 Microsoft MWH21
3282-01,j:Hamden\3282-01 Greenville City Hall
2167-01,j:Hamden\2167-01 Ivan Smith Elementary School
2161-01,j:Hamden\2161-01 CBS Manhattanville Phase 2 Lrg Sq
2207-01,j:Hamden\2207-01 230 Park Ave South Lobby Renovations
2224-01,j:Hamden\2224-01 Latham & Watkins
1945-06,j:Hamden\1945-06 Citadel 425 Redesign
2221-01A,j:Hamden\2221-01A Reading PA US District Courthouse CA Phase
3772-01,j:Hamden\3772-01 Molloy College
2259-01,j:Hamden\2259-01 CIBC Toronto
1773-03,j:Hamden\1773-03 141 Bay Street
2100-03,j:Hamden\2100-03 JPMC HQ3 Core & Shell
1827-01A,j:Hamden\1827-01A Tower Hill Add Srvc
1824-05,j:Hamden\1824-05 HCSD MCC & WCC Replacement
2204-02,j:Hamden\2204-02 Nauset HS
3283-01,j:Hamden\3283-01 Brooklyn Heights Synagogue
2237-01,j:Hamden\2237-01 Omaha Public Schools
3280-02,j:Hamden\3280-02 Microsoft MWH20
2268-01,j:Hamden\2268-01 9 West 57th St - Floors 46 & 47
3776-01,j:Hamden\3776-01 Boston City Hall Plaza
1582-14,j:Hamden\1582-14 Belmont High School
1855-05,j:Hamden\1855-05 LFNY Auditorium Summer 2020 Work
2235-01,j:Hamden\2235-01 CMS Palisades School
2167-02,j:Hamden\2167-02 Sharon High School
3771-01,j:Hamden\3771-01 191 Bay Street
1831-02,j:Hamden\1831-02 Hillview Reservoir HVR-200
3777-01,j:Hamden\3777-01 Carnegie Hall Tower Lobby
3775-01,j:Hamden\3775-01 Prudential Cntr Obs Deck
1594-02,j:Hamden\1594-02 Lindbergh Schools
1202.0010226.000 Microsoft DSM-11 Data Center,j:Hamden\1202.0010226.000 Microsoft DSM-11 Data Center
1202.0010268.000 Manhattan West - Bright Horizon's Fit Out,j:Hamden\1202.0010268.000 Manhattan West - Bright Horizon's Fit Out
2100-03A,j:Hamden\2100-03A JPMC HQ3 Interior Fit Out
2248-01,j:Hamden\2248-01 660 Fifth Avenue
1202.0010284.000 BDO Unibank HQ - Makati,j:Hamden\1202.0010284.000 BDO Unibank HQ - Makati
1202.0010204.000 76 Trinity - 18th Floor,j:Hamden\1202.0010204.000 76 Trinity - 18th Floor
1202.0009123.001 HCSD MCC & WCC AS-1,j:Hamden\1202.0009123.001 HCSD MCC & WCC AS-1
1202.0010425.000 Microsoft - DSM40 Data Center,j:Hamden\1202.0010425.000 Microsoft - DSM40 Data Center
1202.0010371.000 Citadel - Chicago Restack (131 S. DBN),j:Hamden\1202.0010371.000 Citadel - Chicago Restack (131 S. DBN)
1961-02,j:Hamden\1961-02 AMNH Minerals & Gems Security
1202.0010477.000 WWE HQ - Relocation,j:Hamden\1202.0010477.000 WWE HQ - Relocation
01,J:\Dallas\FLL\01_CAD_BKGRDS
1872-03,j:Indianapolis\1872-03
2148-01,j:Indianapolis\2148-01
1818-14a,j:Indianapolis\1818-14a
1676-13,j:St.Louis\1676-13
1830-04,j:St.Louis\1830-04
01-01i,j:Indianapolis\01-01i
1724-12,j:Indianapolis\1724-12
1830-05,j:Indianapolis\1830-05
1818-13a,j:Indianapolis\1818-13a
1606-52,j:Indianapolis\1606-52
1656-06,j:Indianapolis\1656-06
1842-01,j:Indianapolis\1842-01
2341-01,j:Indianapolis\2341-01
1731-03,j:Indianapolis\1731-03
1851-02,j:Indianapolis\1851-02
1818-15,j:Indianapolis\1818-15
1606-65,j:Indianapolis\1606-65
2195-01,j:Indianapolis\2195-01
1872-06,j:Indianapolis\1872-06
1676-27,j:Indianapolis\1676-27
1731-07,j:Indianapolis\1731-07
2147-03,j:Indianapolis\2147-03
1606-42,j:Indianapolis\1606-42
1818-12,j:Indianapolis\1818-12
0010377.000,j:Indianapolis\0010377.000
1724-19,j:Indianapolis\1724-19
2322-02,j:Indianapolis\2322-02
1656-10,j:Indianapolis\1656-10
1905-06,j:Indianapolis\1905-06
1872-05,j:Indianapolis\1872-05
1676-29,j:Indianapolis\1676-29
1606-63,j:Indianapolis\1606-63
1724-19a,j:Indianapolis\1724-19a
2148-02,j:Indianapolis\2148-02
1675-03,j:Indianapolis\1675-03
2177-01,j:Indianapolis\2177-01
2322-01,j:Indianapolis\2322-01
1851-05,j:Indianapolis\1851-05
1905-24,j:Indianapolis\1905-24
1948-07,j:Indianapolis\1948-07
1606-40,j:Indianapolis\1606-40
2147-04,j:Indianapolis\2147-04
1446-29,j:Indianapolis\1446-29
1656-07,j:Indianapolis\1656-07
1948-12,j:Indianapolis\1948-12
1842-04,j:Indianapolis\1842-04
1606-54,j:Indianapolis\1606-54
1656-05,j:Indianapolis\1656-05
0010152.000,j:Indianapolis\0010152.000
1676-21,j:Indianapolis\1676-21
1948-06,j:Indianapolis\1948-06
1948-11,j:Indianapolis\1948-11
1446-30,j:St.Louis\1446-30 do not use
1948-10,j:Indianapolis\1948-10
1606-53,j:Indianapolis\1606-53
1905-18,j:Indianapolis\1905-18
1676-31,j:Indianapolis\1676-31
1606-49,j:Indianapolis\1606-49
1606-38,j:Indianapolis\1606-38
1606-55,j:Indianapolis\1606-55
1606-50,j:Indianapolis\1606-50
1830-04A,j:Indianapolis\1830-04A
1606-59,j:Indianapolis\1606-59
1872-12,j:Indianapolis\1872-12
1872-11,j:Indianapolis\1872-11
1818-12A,j:Indianapolis\1818-12A
1724-20,j:Indianapolis\1724-20
1818-14,j:Indianapolis\1818-14
1830-04C,j:Indianapolis\1830-04C
1830-04B,j:Indianapolis\1830-04B
1606-60,j:Indianapolis\1606-60
1606-43,j:Indianapolis\1606-43
1606-41,j:Indianapolis\1606-41
1842-03,j:Indianapolis\1842-03
1724-21,j:Indianapolis\1724-21
1948-13,j:Indianapolis\1948-13
1857-03,j:Indianapolis\1857-03
1656-08,j:Indianapolis\1656-08
1872-13,j:Indianapolis\1872-13
1905-26,j:Indianapolis\1905-26
1676-19,j:Indianapolis\1676-19
1948-03,j:Indianapolis\1948-03
1948-01,j:Indianapolis\1948-01
1724-22,j:Indianapolis\1724-22
1676-32,j:Indianapolis\1676-32
1606-58,j:Indianapolis\1606-58
1606-64,j:Indianapolis\1606-64
1606-62,j:Indianapolis\1606-62
1656-09,j:Indianapolis\1656-09
1724-23,j:Indianapolis\1724-23
1656-11,j:Indianapolis\1656-11
1606-56,j:Indianapolis\1606-56
1830-06,j:Indianapolis\1830-06
1606-61,j:Indianapolis\1606-61
1830-02,j:Indianapolis\1830-02
1724-24,j:Indianapolis\1724-24
1830-03,j:Indianapolis\1830-03
0010456.000,j:Indianapolis\0010456.000
0010483.000,j:Indianapolis\0010483.000
0010500.000,j:Indianapolis\0010500.000
0010826.000,j:Indianapolis\0010826.000
0010839.000,j:Indianapolis\0010839.000
1948-15,j:Indianapolis\1948-15
1606-44,j:Indianapolis\1606-44
245-36,j:Kansas City\245-36
2245-01,j:Kansas City\2245-01
245-37,j:Kansas City\245-37
245-38,j:Kansas City\245-38
2188-05,j:Kansas City\2188-05
2290-01,j:Kansas City\2290-01
1453-06,j:Kansas City\1453-06
2267-01,j:Kansas City\2267-01
2308-01,j:Kansas City\2308-01
245-39,j:Kansas City\245-39
2297-01,j:Kansas City\2297-01
1453-07A,j:Kansas City\1453-07A
2304-01,j:Kansas City\2304-01
245-41,j:Kansas City\245-41
1453-07B,j:Kansas City\1453-07B
245-40,j:Kansas City\245-40
245-42,j:Kansas City\245-42
1453-08,j:Kansas City\1453-08
1453-09,j:Kansas City\1453-09
2188-06,j:Kansas City\2188-06 Coffey Co Jail - Burlington KS
1453-04,j:Kansas City\1453-04
0010105.000,j:Kansas City\0010105.000 UMKC Pump Study
0010164.000,j:Kansas City\0010164.000 MRIGlobal 3E and 3C Concept
0010336.000,j:Kansas City\0010336.000 UMKC Dental Fire Service Entrance
0010321.000,j:Kansas City\0010321.000 JCCC Science Lab Renovation
0010203.000,j:Kansas City\0010203.000 MRIGlobal 3E and 3C Program and SD
0010351.000,j:Kansas City\0010351.000 FTLV MCC Mech_Plbg
0010414.000,j:Kansas City\0010414.000 PSU Gibson Dining Hall
2188-08,j:Kansas City\2188-08 EGP Lindahl Bldg - Tioga ND
0010350.000,j:Kansas City\0010350.000 FTLV MCC Elec
0010394.000,j:Kansas City\0010394.000 MRIGlobal New Building Concept
0010413.000,j:Kansas City\0010413.000 MRIGlobal Animal Holding Lab
0010449.000,j:Kansas City\0010449.000 KUMC Arc-Flash
0010491.000,j:Kansas City\0010491.000 UMKC Grant Hall FA Replacement
0010537.000,j:Kansas City\0010537.000 PSU Wilkinson Alumni Cntr Moisture Study
0010540.000,j:Kansas City\0010540.000 KU Oliver Hall Demo
0010543.000,j:Kansas City\0010543.000 UMKC Culture House Feasibility Study
0010367.000,j:Kansas City\0010367.000 KUMC CHIA Chiller
0010692.000,j:Kansas City\0010692.000 JCCC WCMT Envelope Study
0010676.000,j:Kansas City\0010676.000 PSU Porter Hall Inverter Replacement
0010742.000,j:Kansas City\0010742.000 UMKC School of Law FA Replacement
21,j:Kansas City\21-04-28 Ft Riley Irwin Army Comm Hospital Mech Chase Access
0010783.000,j:Kansas City\0010783.000 UMKC DA Tank Replacement
0010784.000,j:Kansas City\0010784.000 PSU Russ Hall
0010816.000,j:Kansas City\0010816.000 MU Ellis Library Museum Storage
0010817.000,j:Kansas City\0010817.000 MU Ellis Library Gallery Build-Out
0010863.000,j:Kansas City\0010863.000 UMKC SOM Lab Clg
971-20,j:Miami\971-20
1636-06B.10361,j:Miami\1636-06B.10361
1636-07,j:Miami\1636-07
1460-06_(10340),j:Miami\1460-06_(10340)
1636-06,j:Miami\1636-06
1534-10,j:Philadelphia\1534-10
1969-03,j:St.Louis\1969-03
1981-20,j:Philadelphia\1981-20
1981-15,j:Philadelphia\1981-15
23856650,j:Philadelphia\23856650-PB-WMATA
1735-03,j:Philadelphia\1735-03
23855702-MATC,j:Philadelphia\23855702-MATC
2109-01,j:Philadelphia\2109-01
2169-07,j:Philadelphia\2169-07
1981-18,j:Philadelphia\1981-18
1592-04,j:Philadelphia\1592-04 HDR LA ESOC
23856511-SDMTS,j:Philadelphia\23856511-SDMTS
1981-01,j:Philadelphia\1981-01
1981,j:Philadelphia\1981-11-SEPTA RTVL
1981-04,j:Philadelphia\1981-04 SEPTA RTVL
1981-03,j:Philadelphia\1981-03 SEPTA CARD
1981-16,j:Philadelphia\1981-16
1981-10,j:Philadelphia\1981-10
2169-02,j:Philadelphia\2169-02
1981-12,j:Philadelphia\1981-12
1981-09,j:Philadelphia\1981-09 DCS
2194-01,j:Philadelphia\2194-01
1981-22,j:Philadelphia\1981-22
1981-05A,j:Philadelphia\1981-05A
1728-09,j:St.Louis\1728-09
1978,J:\Dallas\HNL\1978_18_MCAS
1985-07,j:Philadelphia\1985-07 WMATA Bus
1728,j:St.Louis\1728-05-01
2169-06,j:Philadelphia\2169-06
1981-07,j:Philadelphia\1981-07
1974-06,j:Philadelphia\1974-06
1981-19,j:Philadelphia\1981-19 SEPTA Center City Elevator Cameras
1983,j:Philadelphia\1983-02-Suffolk
1645-02,j:Philadelphia\1645-02
1981-02,j:Philadelphia\1981-02
23856890-HDR,j:Philadelphia\23856890-HDR
1981-14,j:Philadelphia\1981-14
2169-03,j:Philadelphia\2169-03
2215-01,j:Philadelphia\2215-01
1981-05,j:Philadelphia\1981-05
1534-07,j:Philadelphia\1534-07
2169-01,j:Philadelphia\2169-01
1728-06,j:Philadelphia\1728-06
1981-21,j:Philadelphia\1981-21 SEPTA FTC Cameras
1974-05,j:Philadelphia\1974-05
2265-01,j:Philadelphia\2265-01
2236-01,j:Philadelphia\2236-01
2169-01A,j:Philadelphia\2169-01A
1728-08,j:Philadelphia\1728-08
1974-08,j:Philadelphia\1974-08 AMTRAK RADIO REPEATER
2169-08,j:Philadelphia\2169-08
1565-87,j:St.Louis\1565-87 Al-Khafji Landport ITS
2243-01,j:Philadelphia\2243-01
2169-09,j:Philadelphia\2169-09
2186-01,j:Philadelphia\2186-01 City of Gardena CAD AVL GRID
1979-03,j:St.Louis\1979-03
1982-03,j:Philadelphia\1982-03 Vancouver SkyTrain
0010064.000,j:Philadelphia\0010064.000
2400-01,j:Philadelphia\2400-01
1728-07_PANYNJ_P25_Upgrade,j:Philadelphia\1728-07_PANYNJ_P25_Upgrade
1981-06,j:Philadelphia\1981-06 Centrex Migration
2186-02,j:Philadelphia\2186-02 City of Gardena Scheduling and OPS
1981-17,j:Philadelphia\1981-17
2186-03,j:Philadelphia\2186-03 City of Gardena CAD AVL GRID PM
2289-01,j:Philadelphia\2289-01
1980-04,j:Philadelphia\1980-04 MTS Rebanding
2350-01,j:Philadelphia\2350-01
1979-04,j:Philadelphia\1979-04 - NJT TMAC II Phase 2
2305-01,j:Philadelphia\2305-01 ACT Australia
2340-01,j:Philadelphia\2340-01 LA Metro ROC-BOC
1981-13,j:Philadelphia\1981-13
16B-13,j:Philadelphia\16B-13 SEPTA Video Refresh
2260-01_Des_Moines_DART,j:Philadelphia\2260-01_Des_Moines_DART
0010127,j:Philadelphia\0010127
2089-01,j:Philadelphia\2089-01 MBTA
0010190.000,j:Philadelphia\0010190.000 - Caltrain ET Operations
0010154.000,j:Philadelphia\0010154.000
0010221,j:Philadelphia\0010221
2260-02_10838,j:Philadelphia\2260-02_10838 Des Moines DART
1269-12,j:Philadelphia\1269-12 (10447)
2169-12,j:Philadelphia\2169-12
0010582.000,j:Philadelphia\0010582.000 DXB T1 and T3 ITS
0010017.000,j:Philadelphia\0010017.000 Sound Transit
0010633.000-SEPTA_Comm_Maint_Standards,j:Philadelphia\0010633.000-SEPTA_Comm_Maint_Standards
0010637.000-SEPTA_Traction_Power_Study,j:Philadelphia\0010637.000-SEPTA_Traction_Power_Study
1565-82,j:Philadelphia\1565-82 Al Wukair
1977,j:Philadelphia\1977-02-SFMTA
0010596.000,j:Philadelphia\0010596.000 New Makkah Smart City - Stage 1
2169-14,j:Philadelphia\2169-14
2350-02_10800,j:Philadelphia\2350-02_10800
2097-03_10801,j:Philadelphia\2097-03_10801
0010234.000,j:St.Louis\0010234.000
0010168.000,j:St.Louis\0010168.000
2288-01,j:St.Louis\2288-01
1539-20,j:St.Louis\1539-20
1653-34,j:St.Louis\1653-34
0010224.000,j:St.Louis\0010224.000
1479-09,j:St.Louis\1479-09
1384-06,j:St.Louis\1384-06
624-18,j:St.Louis\624-18
1640-05A,j:St.Louis\1640-05A
0010213.000,j:St.Louis\0010213.000
2383-01,j:St.Louis\2383-01
1667-11,j:St.Louis\1667-11
1537-31,j:St.Louis\1537-31
1579-04D,j:St.Louis\1579-04D
1382-04O,j:St.Louis\1382-04O
2094-13,j:St.Louis\2094-13
1725-41,j:St.Louis\1725-41
1382-09,j:St.Louis\1382-09
1565-79,j:St.Louis\1565-79
294-46,j:St.Louis\294-46
1830,j:St.Louis\1830
1493-09B,j:St.Louis\1493-09B
0010555.000,j:St.Louis\0010555.000
0010622.000,j:St.Louis\0010622.000
3000-03,j:St.Louis\3000-03
572-72,j:St.Louis\572-72
650-36,j:St.Louis\650-36
1555-19,j:St.Louis\1555-19
1582-06,j:St.Louis\1582-06
1865-03,j:St.Louis\1865-03
1541-12,j:St.Louis\1541-12
384-142,j:St.Louis\384-142
621-63A,j:St.Louis\621-63A
1396-02,j:St.Louis\1396-02
2209-01,j:St.Louis\2209-01
1446-18CA1,j:St.Louis\1446-18CA1
2086-06,j:St.Louis\2086-06
1364-03,j:St.Louis\1364-03
1949-09,j:St.Louis\1949-09
1283-66A,j:St.Louis\1283-66A
2197-02,j:St.Louis\2197-02
1728-14,j:St.Louis\1728-14
1657-05,j:St.Louis\1657-05
2197,j:St.Louis\2197
2044-10,j:St.Louis\2044-10
1481-01,j:St.Louis\1481-01
384-144,j:St.Louis\384-144
1745-07,j:St.Louis\1745-07
1579-23,j:St.Louis\1579-23
384-143,j:St.Louis\384-143
1489-17,j:St.Louis\1489-17
1818-11,j:St.Louis\1818-11
3000-05,j:St.Louis\3000-05
2188-04,j:St.Louis\2188-04
1386-20,j:St.Louis\1386-20
0010703.000,j:St.Louis\0010703.000
2094-07,j:St.Louis\2094-07
1579-42,j:St.Louis\1579-42
1383-02,j:St.Louis\1383-02
1460-05_PBI,j:St.Louis\1460-05_PBI
1201-40,j:St.Louis\1201-40
4198-01,j:St.Louis\4198-01
1726-05,j:St.Louis\1726-05
2091-01,j:St.Louis\2091-01
384-113,j:St.Louis\384-113
2048-11,j:St.Louis\2048-11
1493-16,j:St.Louis\1493-16
1201-43,j:St.Louis\1201-43
1463-16,j:St.Louis\1463-16
1565-78,j:St.Louis\1565-78
885-132,j:St.Louis\885-132
1541-13,j:St.Louis\1541-13
1508-08,j:St.Louis\1508-08
1667-12,j:St.Louis\1667-12
1382-04H,j:St.Louis\1382-04H
1653,j:St.Louis\1653
624-19,j:St.Louis\624-19
384-146,j:St.Louis\384-146
1562-03D,j:St.Louis\1562-03D
1676-30,j:St.Louis\1676-30
1534-08,j:St.Louis\1534-08
2044-03,j:St.Louis\2044-03
1232-27a,j:St.Louis\1232-27a
2295-01,j:St.Louis\2295-01
1653-33,j:St.Louis\1653-33
1725-45,j:St.Louis\1725-45
294-48,j:St.Louis\294-48
1446-18CA,j:St.Louis\1446-18CA
384-145,j:St.Louis\384-145
2068-02,j:St.Louis\2068-02
2044-02,j:St.Louis\2044-02
2083-02,j:St.Louis\2083-02
2190-01,j:St.Louis\2190-01
2174-03,j:St.Louis\2174-03
384-114,j:St.Louis\384-114
0010910.000,j:St.Louis\0010910.000
1582-16,j:St.Louis\1582-16
2291-01,j:St.Louis\2291-01
885-148,j:St.Louis\885-148
964-27a,j:St.Louis\964-27a
918-93,j:St.Louis\918-93
1232-27,j:St.Louis\1232-27
1562-03B,j:St.Louis\1562-03B
2064-02,j:St.Louis\2064-02
1446-18CA5,j:St.Louis\1446-18CA5
2210-01,j:St.Louis\2210-01
1244-14,j:St.Louis\1244-14
1724-18,j:St.Louis\1724-18
650-22,j:St.Louis\650-22 MSD Grand Glaize WWTP
1448-06,j:St.Louis\1448-06
294-44A,j:St.Louis\294-44A
1537-21,j:St.Louis\1537-21
2197-04,j:St.Louis\2197-04
1994-02,j:St.Louis\1994-02
1555-12,j:St.Louis\1555-12
384-117,j:St.Louis\384-117
1565-74,j:St.Louis\1565-74
1949-10,j:St.Louis\1949-10
1539-22,j:St.Louis\1539-22
882-80B,j:St.Louis\882-80B
2324-01,j:St.Louis\2324-01
245-35,j:St.Louis\245-35
1667-14,j:St.Louis\1667-14
2209-02,j:St.Louis\2209-02
384-105,j:St.Louis\384-105
2174-02,j:St.Louis\2174-02
2086-02,j:St.Louis\2086-02
1201-34,j:St.Louis\1201-34
1446-25A,j:St.Louis\1446-25A
1169-02,j:St.Louis\1169-02
2086-01,j:St.Louis\2086-01
1565-88,j:St.Louis\1565-88
882-80c,j:St.Louis\882-80c
1608-04,j:St.Louis\1608-04
1621-25,j:St.Louis\1621-25
1446-25,j:St.Louis\1446-25
1579-04A,j:St.Louis\1579-04A
1745-05,j:St.Louis\1745-05
1609-10,j:St.Louis\1609-10
885-136,j:St.Louis\885-136
1650-02,j:St.Louis\1650-02
885-145,j:St.Louis\885-145
384-115,j:St.Louis\384-115
1283-64,j:St.Louis\1283-64
2095-01,j:St.Louis\2095-01
1872-09,j:St.Louis\1872-09
1232-29,j:St.Louis\1232-29
384-102,j:St.Louis\384-102
918-94,j:St.Louis\918-94
1725-46,j:St.Louis\1725-46
384-147,j:St.Louis\384-147
1583-09,j:St.Louis\1583-09
1736-02,j:St.Louis\1736-02
2044-04,j:St.Louis\2044-04
885-149,j:St.Louis\885-149
2049-04,j:St.Louis\2049-04
650-24,j:St.Louis\650-24
1056-36,j:St.Louis\1056-36
2098-07,j:St.Louis\2098-07
1283-65,j:St.Louis\1283-65
1818-09,j:St.Louis\1818-09
2217-01,j:St.Louis\2217-01
561-19,j:St.Louis\561-19
1986-02,j:St.Louis\1986-02
650-23,j:St.Louis\650-23 MSD Bissel WWTP
964-27b,j:St.Louis\964-27b
1609-14,j:St.Louis\1609-14
1579-37,j:St.Louis\1579-37
561-21,j:St.Louis\561-21
918-85,j:St.Louis\918-85
2282-02,j:St.Louis\2282-02
1614-04,j:St.Louis\1614-04
1728-05,j:St.Louis\1728-05
2203-03,j:St.Louis\2203-03
2197-11,j:St.Louis\2197-11
2095-03,j:St.Louis\2095-03
1283-67A,j:St.Louis\1283-67A
1201-52,j:St.Louis\1201-52
1745-06,j:St.Louis\1745-06
1541-09,j:St.Louis\1541-09
505-116,j:St.Louis\505-116
2193-01,j:St.Louis\2193-01
1949-06,j:St.Louis\1949-06
1450-13,j:St.Louis\1450-13
1565-83,j:St.Louis\1565-83
2094-09,j:St.Louis\2094-09
2066-02,j:St.Louis\2066-02
1562-03E,j:St.Louis\1562-03E
1565-75,j:St.Louis\1565-75
2094-05,j:St.Louis\2094-05
918-92,j:St.Louis\918-92
1565-77,j:St.Louis\1565-77
1537-28,j:St.Louis\1537-28
885-146,j:St.Louis\885-146
2084-01,j:St.Louis\2084-01 Vectren
964-26,j:St.Louis\964-26
1482-02,j:St.Louis\1482-02
1539-19,j:St.Louis\1539-19
384-103,j:St.Louis\384-103
1745-01,j:St.Louis\1745-01
1446-18,j:St.Louis\1446-18
2159,j:St.Louis\2159
2325-01,j:St.Louis\2325-01
1450-09,j:St.Louis\1450-09
884-05,j:St.Louis\884-05
2197-01,j:St.Louis\2197-01
1493-07A,j:St.Louis\1493-07A
384-148,j:St.Louis\384-148
2124-03,j:St.Louis\2124-03
2151-07,j:St.Louis\2151-07
1534-05,j:St.Louis\1534-05
1818-10,j:St.Louis\1818-10
2256-02,j:St.Louis\2256-02
948-06,j:St.Louis\948-06
2120-01,j:St.Louis\2120-01
611-15,j:St.Louis\611-15
1283-67,j:St.Louis\1283-67
884-04,j:St.Louis\884-04
1283-66,j:St.Louis\1283-66
384-116,j:St.Louis\384-116
1669-01,j:St.Louis\1669-01
2048-29,j:St.Louis\2048-29
882-85,j:St.Louis\882-85
1056-37,j:St.Louis\1056-37
2094-08,j:St.Louis\2094-08
1800-07,j:St.Louis\1800-07
2124-01,j:St.Louis\2124-01
1565-76,j:St.Louis\1565-76
885-140,j:St.Louis\885-140
1499-04,j:St.Louis\1499-04
1649-22,j:St.Louis\1649-22
1933-02,j:St.Louis\1933-02
2094-06,j:St.Louis\2094-06
1826-03,j:St.Louis\1826-03
3279-02,j:St.Louis\3279-02
2198-01,j:St.Louis\2198-01
1579-40,j:St.Louis\1579-40
1592-05,j:St.Louis\1592-05
1818-18,j:St.Louis\1818-18
1589-06,j:St.Louis\1589-06
1733-05,j:St.Louis\1733-05
2122-02,j:St.Louis\2122-02
1506-03,j:St.Louis\1506-03
384-149,j:St.Louis\384-149
1493-07,j:St.Louis\1493-07
2091-06,j:St.Louis\2091-06
2285-01,j:St.Louis\2285-01
1493-20,j:St.Louis\1493-20
2282-01,j:St.Louis\2282-01
1609-13,j:St.Louis\1609-13
2123-01,j:St.Louis\2123-01
1537-29,j:St.Louis\1537-29
2086-05,j:St.Louis\2086-05
1579-43,j:St.Louis\1579-43
2223-01,j:St.Louis\2223-01
2200-01,j:St.Louis\2200-01
2083-05,j:St.Louis\2083-05
8869-01,j:St.Louis\8869-01
1493-09,j:St.Louis\1493-09
294-47,j:St.Louis\294-47
1818-19,j:St.Louis\1818-19
1539-12,j:St.Louis\1539-12
2048-17,j:St.Louis\2048-17
621-57,j:St.Louis\621-57
2251-02,j:St.Louis\2251-02
2269-02,j:St.Louis\2269-02
918-95,j:St.Louis\918-95
2098-05,j:St.Louis\2098-05
1555-15,j:St.Louis\1555-15
1519-05,j:St.Louis\1519-05
918-97,j:St.Louis\918-97
2094-01,j:St.Louis\2094-01
1565-30,j:St.Louis\1565-30
2299-02,j:St.Louis\2299-02
1534-03,j:St.Louis\1534-03
1295-06,j:St.Louis\1295-06
1537-16,j:St.Louis\1537-16
1382-04P,j:St.Louis\1382-04P
1537-33,j:St.Louis\1537-33
1539-18,j:St.Louis\1539-18
572-81,j:St.Louis\572-81
2283-01,j:St.Louis\2283-01
2048-23,j:St.Louis\2048-23
2197-03,j:St.Louis\2197-03
2066-01,j:St.Louis\2066-01
1579-32,j:St.Louis\1579-32
1294-29,j:St.Louis\1294-29
1745-08,j:St.Louis\1745-08
1744-04,j:St.Louis\1744-04
2212-01,j:St.Louis\2212-01
1579-31,j:St.Louis\1579-31
1479-11,j:St.Louis\1479-11
384-118,j:St.Louis\384-118
